,YearBuilt,YearRemodAdd,GarageArea,GrLivArea,MasVnrArea,WoodDeckSF,PoolArea,TotalBsmtSF,ScreenPorch,BsmtFinSF1,SalePrice
20,2005.0,2006.0,853.0,2376.0,380.0,240.0,0.0,1158.0,0.0,0.0,325300.0
21,1930.0,1950.0,280.0,1108.0,0.0,0.0,0.0,637.0,0.0,0.0,139400.0
22,2002.0,2002.0,534.0,1795.0,281.0,171.0,0.0,1777.0,0.0,0.0,230000.0
23,1976.0,1976.0,572.0,1060.0,0.0,100.0,0.0,1040.0,0.0,840.0,129900.0
24,1968.0,2001.0,270.0,1060.0,0.0,406.0,0.0,1060.0,0.0,188.0,154000.0
25,2007.0,2007.0,890.0,1600.0,640.0,0.0,0.0,1566.0,0.0,0.0,256300.0
26,1951.0,2000.0,576.0,900.0,0.0,222.0,0.0,900.0,0.0,234.0,134800.0
27,2007.0,2008.0,772.0,1704.0,200.0,0.0,0.0,1704.0,0.0,1218.0,306000.0
28,1957.0,1997.0,319.0,1600.0,0.0,288.0,0.0,1484.0,0.0,1277.0,207500.0
29,1927.0,1950.0,240.0,520.0,0.0,49.0,0.0,520.0,0.0,0.0,68500.0
30,1920.0,1950.0,250.0,1317.0,0.0,0.0,0.0,649.0,0.0,0.0,40000.0
31,1966.0,2006.0,271.0,1228.0,0.0,0.0,0.0,1228.0,0.0,0.0,149350.0
32,2007.0,2007.0,484.0,1234.0,0.0,0.0,0.0,1234.0,0.0,0.0,179900.0
33,1959.0,1959.0,447.0,1700.0,0.0,0.0,0.0,1398.0,0.0,1018.0,165500.0
34,2005.0,2005.0,556.0,1561.0,246.0,203.0,0.0,1561.0,0.0,1153.0,277500.0
35,2004.0,2005.0,691.0,2452.0,132.0,113.0,0.0,1117.0,0.0,0.0,309000.0
36,1994.0,1995.0,672.0,1097.0,0.0,392.0,0.0,1097.0,0.0,0.0,145000.0
37,1954.0,1990.0,498.0,1297.0,650.0,0.0,0.0,1297.0,0.0,1213.0,153000.0
38,1953.0,2007.0,246.0,1057.0,0.0,0.0,0.0,1057.0,0.0,731.0,109000.0
39,1955.0,1955.0,0.0,1152.0,0.0,0.0,0.0,0.0,0.0,0.0,82000.0
40,1965.0,1965.0,440.0,1324.0,101.0,0.0,0.0,1088.0,0.0,643.0,160000.0
41,1959.0,1959.0,308.0,1328.0,0.0,0.0,0.0,1350.0,0.0,967.0,170000.0
42,1983.0,1983.0,504.0,884.0,0.0,240.0,0.0,840.0,0.0,747.0,144000.0
43,1975.0,1980.0,308.0,938.0,0.0,145.0,0.0,938.0,0.0,280.0,130250.0
44,1959.0,1959.0,300.0,1150.0,0.0,0.0,0.0,1150.0,0.0,179.0,141000.0
45,2005.0,2005.0,576.0,1752.0,412.0,196.0,0.0,1752.0,0.0,456.0,319900.0
46,2003.0,2003.0,670.0,2149.0,0.0,168.0,0.0,1434.0,198.0,1351.0,239686.0
47,2006.0,2006.0,826.0,1656.0,0.0,0.0,0.0,1656.0,0.0,24.0,249700.0
48,1920.0,2008.0,0.0,1452.0,0.0,0.0,0.0,736.0,0.0,0.0,113000.0
49,1966.0,1966.0,386.0,955.0,0.0,0.0,0.0,955.0,0.0,763.0,127000.0
50,1997.0,1997.0,388.0,1470.0,0.0,0.0,0.0,794.0,0.0,182.0,177000.0
51,1934.0,1950.0,528.0,1176.0,0.0,112.0,0.0,816.0,0.0,0.0,114500.0
52,1963.0,1963.0,516.0,816.0,0.0,106.0,0.0,816.0,0.0,104.0,110000.0
53,1981.0,1987.0,894.0,1842.0,0.0,857.0,0.0,1842.0,0.0,1810.0,385000.0
54,1955.0,1955.0,572.0,1360.0,0.0,0.0,0.0,384.0,0.0,384.0,130000.0
55,1964.0,1964.0,576.0,1425.0,272.0,0.0,0.0,1425.0,0.0,490.0,180500.0
56,1999.0,2000.0,480.0,1739.0,456.0,115.0,0.0,970.0,0.0,649.0,172500.0
57,2004.0,2004.0,565.0,1720.0,0.0,0.0,0.0,860.0,0.0,0.0,196500.0
58,2006.0,2006.0,641.0,2945.0,1031.0,192.0,0.0,1410.0,0.0,0.0,438780.0
59,1972.0,1972.0,352.0,780.0,0.0,196.0,0.0,780.0,0.0,632.0,124900.0
60,2004.0,2004.0,576.0,1158.0,0.0,0.0,0.0,1158.0,0.0,941.0,158000.0
61,1920.0,1996.0,288.0,1111.0,0.0,0.0,0.0,530.0,0.0,0.0,101000.0
62,2006.0,2006.0,484.0,1370.0,178.0,120.0,0.0,1370.0,0.0,24.0,202500.0
63,1921.0,1950.0,480.0,1710.0,0.0,12.0,0.0,576.0,0.0,0.0,140000.0
64,1997.0,1998.0,645.0,2034.0,573.0,576.0,0.0,1057.0,0.0,739.0,219500.0
65,2004.0,2005.0,852.0,2473.0,344.0,192.0,0.0,1143.0,0.0,0.0,317000.0
66,1970.0,1989.0,576.0,2207.0,287.0,301.0,0.0,1947.0,0.0,912.0,180000.0
67,2003.0,2003.0,558.0,1479.0,167.0,144.0,0.0,1453.0,0.0,1013.0,226000.0
68,1945.0,1950.0,220.0,747.0,0.0,0.0,0.0,747.0,0.0,0.0,80000.0
69,1953.0,1953.0,667.0,2287.0,0.0,0.0,0.0,1304.0,0.0,603.0,225000.0
70,1973.0,1973.0,516.0,2223.0,1115.0,300.0,0.0,2223.0,0.0,1880.0,244000.0
71,1982.0,2006.0,360.0,845.0,0.0,0.0,0.0,845.0,0.0,565.0,129500.0
72,1998.0,1998.0,427.0,1718.0,40.0,0.0,0.0,832.0,291.0,0.0,185000.0
73,1954.0,2003.0,490.0,1086.0,104.0,0.0,0.0,1086.0,0.0,320.0,144900.0
74,1915.0,1950.0,379.0,1605.0,0.0,0.0,0.0,840.0,0.0,0.0,107400.0
75,1973.0,1973.0,297.0,988.0,0.0,120.0,0.0,462.0,0.0,462.0,91000.0
76,1956.0,1956.0,283.0,952.0,0.0,0.0,0.0,952.0,0.0,228.0,135750.0
77,1948.0,2001.0,240.0,1285.0,0.0,0.0,0.0,672.0,0.0,336.0,127000.0
78,1968.0,1968.0,0.0,1768.0,0.0,0.0,0.0,1768.0,0.0,0.0,136500.0
79,1910.0,1981.0,440.0,1230.0,0.0,74.0,0.0,440.0,0.0,0.0,110000.0
80,1968.0,1968.0,509.0,2142.0,576.0,0.0,0.0,896.0,252.0,448.0,193500.0
81,1998.0,1998.0,405.0,1337.0,443.0,0.0,0.0,1237.0,0.0,1201.0,153500.0
82,2007.0,2007.0,758.0,1563.0,468.0,144.0,0.0,1563.0,0.0,33.0,245000.0
83,1960.0,1960.0,461.0,1065.0,66.0,74.0,0.0,1065.0,0.0,0.0,126500.0
84,1995.0,1996.0,400.0,1474.0,22.0,120.0,0.0,384.0,0.0,0.0,168500.0
85,1991.0,1992.0,462.0,2417.0,284.0,127.0,0.0,1288.0,0.0,0.0,260000.0
86,2005.0,2005.0,400.0,1560.0,0.0,100.0,0.0,684.0,0.0,0.0,174000.0
87,2009.0,2009.0,528.0,1224.0,76.0,0.0,0.0,612.0,0.0,0.0,164500.0
88,1915.0,1982.0,0.0,1526.0,0.0,0.0,0.0,1013.0,0.0,0.0,85000.0
89,1994.0,1995.0,0.0,990.0,0.0,0.0,0.0,990.0,0.0,588.0,123600.0
90,1950.0,1950.0,420.0,1040.0,0.0,0.0,0.0,0.0,0.0,0.0,109900.0
91,1961.0,1961.0,480.0,1235.0,203.0,0.0,0.0,1235.0,0.0,600.0,98600.0
92,1921.0,2006.0,432.0,964.0,0.0,0.0,0.0,876.0,0.0,713.0,163500.0
93,1910.0,1998.0,506.0,2291.0,0.0,0.0,0.0,1214.0,99.0,1046.0,133900.0
94,1997.0,1997.0,684.0,1786.0,0.0,0.0,0.0,824.0,0.0,648.0,204750.0
95,1993.0,1993.0,420.0,1470.0,68.0,232.0,0.0,680.0,0.0,310.0,185000.0
96,1999.0,1999.0,472.0,1588.0,183.0,158.0,0.0,1588.0,0.0,1162.0,214000.0
97,1965.0,1965.0,432.0,960.0,48.0,120.0,0.0,960.0,0.0,520.0,94750.0
98,1920.0,1950.0,366.0,835.0,0.0,0.0,0.0,458.0,0.0,108.0,83000.0
99,1959.0,1959.0,0.0,1225.0,0.0,352.0,0.0,950.0,0.0,569.0,128950.0
100,1977.0,2001.0,480.0,1610.0,28.0,168.0,0.0,1610.0,0.0,1200.0,205000.0
101,1985.0,1985.0,476.0,1732.0,336.0,192.0,0.0,741.0,0.0,0.0,178000.0
102,1979.0,1979.0,410.0,1535.0,0.0,0.0,0.0,0.0,0.0,0.0,118964.0
103,2009.0,2009.0,740.0,1226.0,0.0,0.0,0.0,1226.0,0.0,0.0,198900.0
104,1931.0,1950.0,240.0,1818.0,600.0,0.0,0.0,1040.0,184.0,224.0,169500.0
105,2003.0,2004.0,648.0,1992.0,768.0,140.0,0.0,1053.0,0.0,0.0,250000.0
106,1885.0,1995.0,273.0,1047.0,0.0,0.0,0.0,641.0,0.0,0.0,100000.0
107,1948.0,1950.0,250.0,789.0,0.0,0.0,0.0,789.0,0.0,104.0,115000.0
108,1919.0,2005.0,0.0,1517.0,0.0,0.0,0.0,793.0,0.0,0.0,115000.0
109,1977.0,1977.0,546.0,1844.0,480.0,0.0,0.0,1844.0,0.0,705.0,190000.0
110,1954.0,1972.0,325.0,1855.0,0.0,182.0,0.0,994.0,0.0,444.0,136900.0
111,2000.0,2000.0,400.0,1430.0,0.0,180.0,0.0,384.0,0.0,250.0,180000.0
112,2007.0,2007.0,792.0,2696.0,220.0,120.0,0.0,1264.0,168.0,984.0,383970.0
113,1953.0,1953.0,450.0,2259.0,184.0,166.0,0.0,1809.0,0.0,35.0,217000.0
114,1945.0,2002.0,180.0,2320.0,0.0,224.0,0.0,1028.0,0.0,774.0,259500.0
115,1999.0,1999.0,440.0,1458.0,1129.0,0.0,0.0,729.0,0.0,419.0,176000.0
116,1962.0,1962.0,288.0,1092.0,116.0,0.0,0.0,1092.0,0.0,170.0,139000.0
117,2006.0,2007.0,430.0,1125.0,0.0,80.0,0.0,1125.0,0.0,0.0,155000.0
118,1990.0,1990.0,594.0,3222.0,0.0,367.0,0.0,1673.0,0.0,1470.0,320000.0
119,2005.0,2006.0,390.0,1456.0,0.0,0.0,0.0,728.0,0.0,0.0,163990.0
120,1969.0,1969.0,540.0,988.0,0.0,0.0,0.0,938.0,0.0,938.0,180000.0
121,1939.0,1950.0,264.0,1123.0,0.0,0.0,0.0,732.0,0.0,0.0,100000.0
122,1958.0,1958.0,288.0,1080.0,135.0,0.0,0.0,1080.0,130.0,570.0,136000.0
123,1993.0,1993.0,530.0,1199.0,0.0,0.0,0.0,1199.0,0.0,300.0,153900.0
124,1979.0,1998.0,435.0,1586.0,0.0,192.0,0.0,1362.0,0.0,0.0,181000.0
125,1935.0,1982.0,0.0,754.0,0.0,53.0,0.0,520.0,0.0,490.0,84500.0
126,1976.0,1976.0,440.0,958.0,0.0,0.0,0.0,1078.0,0.0,120.0,128000.0
127,1930.0,1950.0,0.0,840.0,0.0,0.0,0.0,672.0,0.0,116.0,87000.0
128,1966.0,1966.0,453.0,1348.0,266.0,188.0,0.0,660.0,0.0,512.0,155000.0
129,1958.0,1991.0,750.0,1053.0,85.0,0.0,0.0,1008.0,0.0,567.0,150000.0
130,1966.0,1966.0,487.0,2157.0,309.0,105.0,0.0,924.0,0.0,445.0,226000.0
131,2000.0,2000.0,390.0,2054.0,40.0,24.0,0.0,992.0,0.0,695.0,244000.0
132,1959.0,2002.0,624.0,1327.0,0.0,0.0,0.0,1063.0,0.0,405.0,150750.0
133,2001.0,2002.0,471.0,1296.0,136.0,192.0,0.0,1267.0,0.0,1005.0,220000.0
134,1968.0,1993.0,440.0,1721.0,0.0,0.0,0.0,1461.0,0.0,570.0,180000.0
135,1970.0,1970.0,530.0,1682.0,288.0,98.0,0.0,1304.0,0.0,0.0,174000.0
136,1967.0,1967.0,318.0,1214.0,196.0,0.0,0.0,1214.0,0.0,695.0,143000.0
137,1988.0,1989.0,766.0,1959.0,70.0,0.0,0.0,1907.0,0.0,0.0,171000.0
138,1999.0,2000.0,660.0,1852.0,320.0,224.0,0.0,1004.0,0.0,668.0,230000.0
139,1997.0,1997.0,470.0,1764.0,0.0,276.0,0.0,928.0,0.0,821.0,231500.0
140,1971.0,1971.0,0.0,864.0,0.0,0.0,0.0,864.0,0.0,432.0,115000.0
141,2005.0,2005.0,660.0,1734.0,0.0,160.0,0.0,1734.0,0.0,1300.0,260000.0
142,1952.0,1952.0,720.0,1385.0,0.0,0.0,0.0,910.0,0.0,507.0,166000.0
143,1999.0,1999.0,577.0,1501.0,183.0,144.0,0.0,1490.0,0.0,679.0,204000.0
144,1963.0,1963.0,504.0,1728.0,336.0,0.0,0.0,1728.0,0.0,1332.0,125000.0
145,2004.0,2006.0,380.0,1709.0,50.0,0.0,0.0,970.0,0.0,0.0,130000.0
146,1931.0,1993.0,180.0,875.0,0.0,48.0,0.0,715.0,0.0,209.0,105000.0
147,2001.0,2001.0,434.0,2035.0,180.0,144.0,0.0,884.0,0.0,0.0,222500.0
148,2004.0,2005.0,0.0,1080.0,120.0,0.0,0.0,1080.0,0.0,680.0,141000.0
149,1936.0,1950.0,240.0,1344.0,0.0,200.0,0.0,896.0,0.0,0.0,115000.0
150,1975.0,1975.0,440.0,969.0,0.0,0.0,0.0,969.0,0.0,716.0,122000.0
151,2007.0,2008.0,866.0,1710.0,436.0,0.0,0.0,1710.0,0.0,1400.0,372402.0
152,1971.0,1971.0,495.0,1993.0,252.0,0.0,0.0,825.0,0.0,416.0,190000.0
153,1960.0,1975.0,564.0,1252.0,0.0,409.0,0.0,1602.0,0.0,429.0,235000.0
154,1923.0,1950.0,312.0,1200.0,0.0,0.0,0.0,1200.0,0.0,0.0,125000.0
155,1924.0,1950.0,0.0,1096.0,0.0,0.0,0.0,572.0,0.0,0.0,79000.0
156,1950.0,1950.0,625.0,1040.0,0.0,0.0,0.0,0.0,0.0,0.0,109500.0
157,2009.0,2010.0,680.0,1968.0,84.0,0.0,0.0,774.0,0.0,0.0,269500.0
158,2004.0,2005.0,678.0,1947.0,0.0,0.0,0.0,991.0,0.0,222.0,254900.0
159,2005.0,2006.0,576.0,2462.0,456.0,239.0,0.0,1392.0,0.0,57.0,320000.0
160,1984.0,1984.0,516.0,1232.0,0.0,0.0,0.0,1232.0,0.0,660.0,162500.0
161,2003.0,2004.0,726.0,2668.0,664.0,400.0,0.0,1572.0,0.0,1016.0,412500.0
162,2005.0,2005.0,532.0,1541.0,226.0,0.0,0.0,1541.0,0.0,1201.0,220000.0
163,1956.0,1956.0,0.0,882.0,0.0,0.0,0.0,882.0,0.0,0.0,103200.0
164,1926.0,2004.0,216.0,1616.0,0.0,0.0,0.0,1149.0,0.0,370.0,152000.0
165,1940.0,1999.0,0.0,1355.0,0.0,140.0,0.0,644.0,0.0,351.0,127500.0
166,1955.0,1993.0,303.0,1867.0,0.0,476.0,0.0,1617.0,142.0,379.0,190000.0
167,2007.0,2007.0,789.0,2161.0,300.0,178.0,0.0,1582.0,0.0,1288.0,325624.0
168,2004.0,2004.0,440.0,1720.0,0.0,100.0,0.0,840.0,0.0,0.0,183500.0
169,1981.0,1981.0,511.0,1707.0,653.0,574.0,0.0,1686.0,0.0,0.0,228000.0
170,1941.0,1950.0,660.0,1382.0,0.0,237.0,0.0,720.0,0.0,360.0,128500.0
171,1960.0,1960.0,528.0,1656.0,112.0,210.0,0.0,1080.0,0.0,639.0,215000.0
172,1987.0,1987.0,504.0,1767.0,0.0,441.0,0.0,1064.0,0.0,495.0,239000.0
173,1961.0,1961.0,504.0,1362.0,491.0,0.0,0.0,1362.0,0.0,288.0,163000.0
174,1986.0,1986.0,616.0,1651.0,132.0,192.0,0.0,1606.0,0.0,1398.0,184000.0
175,1950.0,2001.0,576.0,2158.0,0.0,0.0,0.0,1202.0,0.0,477.0,243000.0
176,1988.0,1989.0,521.0,2060.0,268.0,0.0,0.0,1151.0,192.0,831.0,211000.0
177,1958.0,1958.0,451.0,1920.0,0.0,0.0,0.0,1052.0,0.0,57.0,172500.0
178,2008.0,2009.0,1166.0,2234.0,748.0,0.0,0.0,2216.0,0.0,1904.0,501837.0
179,1923.0,2006.0,480.0,968.0,0.0,0.0,0.0,968.0,0.0,0.0,100000.0
180,2000.0,2000.0,440.0,1525.0,456.0,0.0,0.0,756.0,0.0,436.0,177000.0
181,1920.0,1950.0,216.0,1802.0,0.0,0.0,0.0,793.0,0.0,352.0,200100.0
182,1957.0,2006.0,252.0,1340.0,98.0,116.0,0.0,0.0,0.0,0.0,120000.0
183,2003.0,2003.0,484.0,2082.0,0.0,280.0,0.0,1362.0,0.0,0.0,200000.0
184,1908.0,1991.0,576.0,1252.0,0.0,104.0,0.0,504.0,0.0,0.0,127000.0
185,1892.0,1993.0,840.0,3608.0,0.0,0.0,0.0,1107.0,410.0,0.0,475000.0
186,1990.0,1991.0,497.0,1217.0,0.0,168.0,0.0,1188.0,0.0,611.0,173000.0
187,1916.0,1987.0,180.0,1656.0,0.0,0.0,0.0,660.0,0.0,0.0,135000.0
188,1979.0,1979.0,528.0,1224.0,275.0,120.0,0.0,1086.0,0.0,1086.0,153337.0
189,2001.0,2002.0,682.0,1593.0,0.0,0.0,0.0,1593.0,224.0,1153.0,286000.0
190,1932.0,1994.0,440.0,2727.0,0.0,0.0,0.0,853.0,0.0,297.0,315000.0
191,1972.0,2004.0,484.0,1479.0,138.0,0.0,0.0,725.0,0.0,626.0,184000.0
192,1999.0,1999.0,666.0,1431.0,0.0,0.0,0.0,1431.0,0.0,560.0,192000.0
193,2004.0,2004.0,380.0,1709.0,50.0,0.0,0.0,970.0,0.0,0.0,130000.0
194,1972.0,1972.0,352.0,864.0,0.0,0.0,0.0,864.0,0.0,390.0,127000.0
195,1976.0,1976.0,440.0,1456.0,0.0,87.0,0.0,855.0,0.0,566.0,148500.0
196,2007.0,2007.0,786.0,1726.0,205.0,171.0,0.0,1726.0,266.0,1126.0,311872.0
197,1918.0,1990.0,795.0,3112.0,0.0,0.0,512.0,1360.0,0.0,1036.0,235000.0
198,1912.0,1950.0,0.0,2229.0,0.0,0.0,0.0,755.0,0.0,0.0,104000.0
199,2004.0,2005.0,856.0,1713.0,262.0,0.0,0.0,1713.0,170.0,1088.0,274900.0
200,2003.0,2004.0,440.0,1121.0,0.0,132.0,0.0,1121.0,0.0,0.0,140000.0
201,1977.0,1977.0,473.0,1279.0,0.0,238.0,0.0,1196.0,0.0,641.0,171500.0
202,1924.0,1950.0,398.0,1310.0,0.0,0.0,0.0,617.0,0.0,617.0,112000.0
203,2004.0,2004.0,420.0,848.0,205.0,149.0,0.0,848.0,0.0,662.0,149000.0
204,1947.0,1950.0,240.0,1284.0,0.0,0.0,0.0,720.0,0.0,312.0,110000.0
205,1990.0,1990.0,500.0,1442.0,0.0,0.0,0.0,1424.0,0.0,0.0,180500.0
206,1962.0,1962.0,349.0,1696.0,0.0,0.0,0.0,1140.0,0.0,0.0,143900.0
207,1960.0,1960.0,312.0,1100.0,0.0,355.0,0.0,1100.0,0.0,419.0,141000.0
208,1988.0,1989.0,454.0,2062.0,128.0,60.0,0.0,1157.0,154.0,1065.0,277000.0
209,1964.0,1964.0,504.0,1092.0,260.0,0.0,0.0,1092.0,0.0,787.0,145000.0
210,1925.0,1950.0,0.0,864.0,0.0,0.0,0.0,864.0,0.0,468.0,98000.0
211,2009.0,2009.0,460.0,1212.0,0.0,100.0,0.0,1212.0,0.0,36.0,186000.0
212,2009.0,2009.0,644.0,1852.0,0.0,168.0,0.0,900.0,0.0,822.0,252678.0
213,1995.0,1995.0,576.0,990.0,0.0,224.0,0.0,990.0,0.0,716.0,156000.0
214,1977.0,1977.0,299.0,1392.0,153.0,0.0,0.0,689.0,0.0,378.0,161750.0
215,1957.0,1996.0,447.0,1236.0,64.0,0.0,0.0,1070.0,0.0,360.0,134450.0
216,2004.0,2004.0,484.0,1436.0,266.0,139.0,0.0,1436.0,0.0,946.0,210000.0
217,1925.0,1950.0,210.0,1328.0,0.0,0.0,0.0,686.0,0.0,0.0,107000.0
218,1939.0,2006.0,431.0,1954.0,312.0,0.0,0.0,798.0,0.0,341.0,311500.0
219,2005.0,2006.0,438.0,1248.0,16.0,108.0,0.0,1248.0,0.0,16.0,167240.0
220,2006.0,2006.0,675.0,1498.0,0.0,351.0,0.0,1498.0,0.0,0.0,204900.0
221,2002.0,2002.0,390.0,2267.0,0.0,120.0,0.0,1010.0,0.0,0.0,200000.0
222,1975.0,1975.0,434.0,1552.0,0.0,209.0,0.0,713.0,0.0,550.0,179900.0
223,1971.0,1971.0,576.0,864.0,0.0,216.0,0.0,864.0,0.0,524.0,97000.0
224,2003.0,2003.0,968.0,2392.0,922.0,248.0,0.0,2392.0,0.0,56.0,386250.0
225,1971.0,1971.0,280.0,1302.0,142.0,0.0,0.0,630.0,0.0,0.0,112000.0
226,1995.0,1995.0,721.0,2520.0,290.0,224.0,0.0,1203.0,0.0,565.0,290000.0
227,1970.0,1970.0,280.0,987.0,127.0,0.0,0.0,483.0,0.0,321.0,106000.0
228,1967.0,1967.0,336.0,912.0,0.0,0.0,0.0,912.0,0.0,842.0,125000.0
229,2005.0,2006.0,430.0,1555.0,16.0,143.0,0.0,1373.0,0.0,16.0,192500.0
230,1959.0,1959.0,312.0,1194.0,220.0,0.0,0.0,1194.0,0.0,0.0,148000.0
231,1995.0,1996.0,810.0,2794.0,506.0,0.0,0.0,1462.0,0.0,689.0,403000.0
232,1972.0,1972.0,288.0,987.0,297.0,0.0,0.0,483.0,0.0,0.0,94500.0
233,1976.0,1976.0,308.0,894.0,0.0,365.0,0.0,894.0,0.0,182.0,128200.0
234,2002.0,2002.0,440.0,1960.0,0.0,288.0,0.0,860.0,0.0,625.0,216500.0
235,1971.0,1971.0,264.0,987.0,604.0,0.0,0.0,483.0,0.0,358.0,89500.0
236,2004.0,2004.0,494.0,1414.0,98.0,132.0,0.0,1414.0,0.0,24.0,185500.0
237,1993.0,2003.0,457.0,1744.0,0.0,370.0,0.0,996.0,0.0,402.0,194500.0
238,2007.0,2007.0,818.0,1694.0,254.0,168.0,0.0,1694.0,0.0,0.0,318000.0
239,1945.0,1950.0,220.0,1487.0,0.0,0.0,0.0,735.0,0.0,94.0,113000.0
240,2008.0,2008.0,750.0,1566.0,36.0,144.0,0.0,1566.0,0.0,1078.0,262500.0
241,1945.0,1997.0,0.0,866.0,0.0,58.0,0.0,686.0,0.0,329.0,110500.0
242,1900.0,1950.0,352.0,1440.0,0.0,0.0,0.0,540.0,0.0,0.0,79000.0
243,1980.0,1980.0,288.0,1217.0,0.0,0.0,0.0,626.0,0.0,0.0,120000.0
244,1994.0,2002.0,463.0,2110.0,0.0,0.0,0.0,948.0,0.0,695.0,205000.0
245,1988.0,1988.0,604.0,1872.0,102.0,197.0,0.0,1845.0,0.0,929.0,241500.0
246,1910.0,1950.0,440.0,1928.0,0.0,0.0,0.0,1020.0,0.0,0.0,137000.0
247,1954.0,1954.0,451.0,1375.0,0.0,0.0,0.0,1367.0,0.0,0.0,140000.0
248,2003.0,2003.0,500.0,1668.0,101.0,144.0,0.0,840.0,0.0,0.0,180000.0
249,1958.0,2006.0,389.0,2144.0,472.0,0.0,0.0,1444.0,0.0,697.0,277000.0
250,1940.0,1966.0,0.0,1306.0,0.0,263.0,0.0,728.0,0.0,0.0,76500.0
251,2006.0,2007.0,538.0,1625.0,481.0,123.0,0.0,1573.0,153.0,1573.0,235000.0
252,2004.0,2004.0,520.0,1640.0,0.0,138.0,0.0,798.0,0.0,0.0,173000.0
253,1964.0,1991.0,309.0,1302.0,108.0,333.0,0.0,1302.0,0.0,270.0,158000.0
254,1957.0,1957.0,294.0,1314.0,0.0,250.0,0.0,1314.0,0.0,922.0,145000.0
255,1999.0,1999.0,429.0,2291.0,302.0,192.0,0.0,975.0,0.0,0.0,230000.0
256,2003.0,2003.0,673.0,1728.0,0.0,216.0,0.0,864.0,0.0,503.0,207500.0
257,2006.0,2006.0,660.0,1604.0,180.0,123.0,0.0,1604.0,0.0,1334.0,220000.0
258,2001.0,2001.0,564.0,1792.0,172.0,0.0,0.0,963.0,0.0,361.0,231500.0
259,1956.0,1956.0,308.0,882.0,0.0,0.0,0.0,0.0,0.0,0.0,97000.0
260,1962.0,1962.0,884.0,1382.0,399.0,0.0,0.0,1362.0,0.0,672.0,176000.0
261,2007.0,2007.0,868.0,2574.0,270.0,0.0,0.0,1482.0,0.0,0.0,276000.0
262,1977.0,1995.0,492.0,1212.0,46.0,292.0,0.0,506.0,0.0,506.0,151000.0
263,1929.0,2001.0,484.0,1316.0,0.0,0.0,0.0,926.0,0.0,234.0,130000.0
264,1925.0,2004.0,504.0,764.0,0.0,0.0,0.0,680.0,0.0,0.0,73000.0
265,1981.0,1981.0,576.0,1422.0,210.0,276.0,0.0,1422.0,0.0,588.0,175500.0
266,1997.0,1997.0,413.0,1511.0,0.0,95.0,0.0,802.0,0.0,714.0,185000.0
267,1939.0,1997.0,240.0,2192.0,0.0,262.0,0.0,720.0,0.0,378.0,179500.0
268,1940.0,1955.0,924.0,778.0,0.0,0.0,0.0,740.0,0.0,403.0,120500.0
269,1976.0,1976.0,504.0,1113.0,174.0,370.0,0.0,1143.0,0.0,751.0,148000.0
270,2006.0,2006.0,1053.0,1939.0,0.0,192.0,0.0,1095.0,0.0,0.0,266000.0
271,1954.0,2005.0,439.0,1363.0,0.0,81.0,0.0,1385.0,0.0,226.0,241500.0
272,1999.0,2007.0,671.0,2270.0,348.0,132.0,0.0,1152.0,0.0,524.0,290000.0
