datetime,count
2011-02-22 08:00:00,127.724
2011-02-22 09:00:00,109.242
2011-02-22 10:00:00,78.18
2011-02-22 11:00:00,85.274
2011-02-22 12:00:00,87.568
2011-02-22 13:00:00,97.512
2011-02-22 14:00:00,96.15
2011-02-22 15:00:00,89.162
2011-02-22 16:00:00,93.454
2011-02-22 17:00:00,114.988
2011-02-22 18:00:00,121.412
2011-02-22 19:00:00,101.424
2011-02-22 20:00:00,82.416
2011-02-22 21:00:00,60.748
2011-02-22 22:00:00,46.61
2011-02-22 23:00:00,40.476
2011-02-23 00:00:00,10.49
2011-02-23 01:00:00,6.038
2011-02-23 02:00:00,6.058
2011-02-23 03:00:00,5.784
2011-02-23 05:00:00,7.288
2011-02-23 06:00:00,30.08
2011-02-23 07:00:00,101.606
2011-02-23 08:00:00,147.272
2011-02-23 09:00:00,115.27
2011-02-23 10:00:00,79.604
2011-02-23 11:00:00,87.616
2011-02-23 12:00:00,81.36
2011-02-23 13:00:00,107.718
2011-02-23 14:00:00,112.984
2011-02-23 15:00:00,115.264
2011-02-23 16:00:00,118.896
2011-02-23 17:00:00,192.246
2011-02-23 18:00:00,186.608
2011-02-23 19:00:00,154.822
2011-02-23 20:00:00,85.524
2011-02-23 21:00:00,63.102
2011-02-23 22:00:00,52.684
2011-02-23 23:00:00,45.822
2011-02-24 00:00:00,14.226
2011-02-24 01:00:00,9.4
2011-02-24 02:00:00,5.866
2011-02-24 03:00:00,5.108
2011-02-24 05:00:00,7.158
2011-02-24 06:00:00,33.872
2011-02-24 07:00:00,124.694
2011-02-24 08:00:00,185.314
2011-02-24 09:00:00,120.388
2011-02-24 10:00:00,84.32
2011-02-24 11:00:00,97.834
2011-02-24 12:00:00,104.23
2011-02-24 13:00:00,96.599
2011-02-24 14:00:00,101.148
2011-02-24 15:00:00,74.762
2011-02-24 16:00:00,76.708
2011-02-24 17:00:00,111.412
2011-02-24 18:00:00,124.52
2011-02-24 19:00:00,69.766
2011-02-24 20:00:00,98.64
2011-02-24 21:00:00,77.284
2011-02-24 22:00:00,52.808
2011-02-24 23:00:00,58.698
2011-02-25 00:00:00,17.4
2011-02-25 01:00:00,17.772
2011-02-25 02:00:00,16.094
2011-02-25 03:00:00,7.256
2011-02-25 05:00:00,8.708
2011-02-25 06:00:00,31.618
2011-02-25 07:00:00,97.466
2011-02-25 08:00:00,117.762
2011-02-25 09:00:00,80.746
2011-02-25 10:00:00,70.21
2011-02-25 11:00:00,153.244
2011-02-25 12:00:00,144.148
2011-02-25 13:00:00,144.922
2011-02-25 14:00:00,160.756
2011-02-25 15:00:00,181.906
2011-02-25 16:00:00,107.65
2011-02-25 17:00:00,136.49
2011-02-25 18:00:00,134.096
2011-02-25 19:00:00,105.516
2011-02-25 20:00:00,89.8
2011-02-25 21:00:00,67.356
2011-02-25 22:00:00,57.344
2011-02-25 23:00:00,54.524
2011-02-26 00:00:00,24.584
2011-02-26 01:00:00,18.134
2011-02-26 02:00:00,16.252
2011-02-26 03:00:00,12.688
2011-02-26 04:00:00,9.878
2011-02-26 05:00:00,9.35
2011-02-26 06:00:00,12.584
2011-02-26 07:00:00,28.93
2011-02-26 08:00:00,60.088
2011-02-26 09:00:00,67.562
2011-02-26 10:00:00,104.656
2011-02-26 11:00:00,130.606
2011-02-26 12:00:00,125.904
2011-02-26 13:00:00,125.454
2011-02-26 14:00:00,123.626
2011-02-26 15:00:00,123.96
2011-02-26 16:00:00,130.186
2011-02-26 17:00:00,135.074
2011-02-26 18:00:00,124.362
2011-02-26 19:00:00,100.402
2011-02-26 20:00:00,72.776
2011-02-26 21:00:00,53.548
2011-02-26 22:00:00,54.986
2011-02-26 23:00:00,51.494
2011-02-27 00:00:00,29.392
2011-02-27 01:00:00,27.582
2011-02-27 02:00:00,25.182
2011-02-27 03:00:00,15.298
2011-02-27 04:00:00,11.822
2011-02-27 06:00:00,12.25
2011-02-27 07:00:00,28.62
2011-02-27 08:00:00,56.954
2011-02-27 09:00:00,59.032
2011-02-27 10:00:00,77.894
2011-02-27 11:00:00,123.644
2011-02-27 12:00:00,121.108
2011-02-27 13:00:00,143.556
2011-02-27 14:00:00,162.148
2011-02-27 15:00:00,198.71
2011-02-27 16:00:00,220.164
2011-02-27 17:00:00,129.32
2011-02-27 18:00:00,105.832
2011-02-27 19:00:00,108.676
2011-02-27 20:00:00,93.776
2011-02-27 21:00:00,70.822
2011-02-27 22:00:00,70.104
2011-02-27 23:00:00,67.636
2011-02-28 00:00:00,22.816
2011-02-28 01:00:00,14.578
2011-02-28 03:00:00,10.686
2011-02-28 05:00:00,16.008
2011-02-28 06:00:00,42.984
2011-02-28 07:00:00,138.038
2011-02-28 08:00:00,140.22
2011-02-28 09:00:00,154.82
2011-02-28 10:00:00,154.368
2011-02-28 11:00:00,150.6
2011-02-28 12:00:00,154.516
2011-02-28 13:00:00,105.152
2011-02-28 14:00:00,75.568
2011-02-28 15:00:00,75.494
2011-02-28 16:00:00,89.33
2011-02-28 17:00:00,92.652
2011-02-28 18:00:00,133.798
2011-02-28 19:00:00,111.824
2011-02-28 20:00:00,106.662
2011-02-28 21:00:00,83.732
2011-02-28 22:00:00,53.54
2011-02-28 23:00:00,61.95
2011-03-20 00:00:00,38.246
2011-03-20 01:00:00,31.024
2011-03-20 02:00:00,24.87
2011-03-20 03:00:00,15.664
2011-03-20 04:00:00,8.618
2011-03-20 05:00:00,8.702
2011-03-20 06:00:00,12.012
2011-03-20 07:00:00,37.968
2011-03-20 08:00:00,55.086
2011-03-20 09:00:00,84.092
2011-03-20 10:00:00,116.554
2011-03-20 11:00:00,140.326
2011-03-20 12:00:00,153.204
2011-03-20 13:00:00,141.38
2011-03-20 14:00:00,145.456
2011-03-20 15:00:00,143.432
2011-03-20 16:00:00,156.466
2011-03-20 17:00:00,132.39
2011-03-20 18:00:00,135.462
2011-03-20 19:00:00,116.642
2011-03-20 20:00:00,93.948
2011-03-20 21:00:00,75.008
2011-03-20 22:00:00,69.002
2011-03-20 23:00:00,53.782
2011-03-21 00:00:00,24.162
2011-03-21 01:00:00,19.296
2011-03-21 02:00:00,17.382
2011-03-21 03:00:00,16.322
2011-03-21 05:00:00,17.126
2011-03-21 06:00:00,44.818
2011-03-21 07:00:00,87.84
2011-03-21 08:00:00,134.276
2011-03-21 09:00:00,107.254
2011-03-21 10:00:00,102.281
2011-03-21 11:00:00,118.488
2011-03-21 12:00:00,143.264
2011-03-21 13:00:00,163.456
2011-03-21 14:00:00,165.406
2011-03-21 15:00:00,174.698
2011-03-21 16:00:00,199.39
2011-03-21 17:00:00,253.04
2011-03-21 18:00:00,236.252
2011-03-21 19:00:00,268.812
2011-03-21 20:00:00,231.606
2011-03-21 21:00:00,118.38
2011-03-21 22:00:00,111.45
2011-03-21 23:00:00,84.448
2011-03-22 00:00:00,30.406
2011-03-22 01:00:00,18.168
2011-03-22 02:00:00,13.304
2011-03-22 03:00:00,16.39
2011-03-22 04:00:00,16.112
2011-03-22 05:00:00,16.994
2011-03-22 06:00:00,52.24
2011-03-22 07:00:00,162.292
2011-03-22 08:00:00,165.072
2011-03-22 09:00:00,127.624
2011-03-22 10:00:00,164.53
2011-03-22 11:00:00,167.898
2011-03-22 12:00:00,165.654
2011-03-22 13:00:00,149.38
2011-03-22 14:00:00,165.852
2011-03-22 15:00:00,161.504
2011-03-22 16:00:00,203.108
2011-03-22 17:00:00,251.498
2011-03-22 18:00:00,248.02
2011-03-22 19:00:00,193.654
2011-03-22 20:00:00,164.942
2011-03-22 21:00:00,108.73
2011-03-22 22:00:00,96.05
2011-03-22 23:00:00,83.25
2011-03-23 00:00:00,20.726
2011-03-23 01:00:00,12.51
2011-03-23 02:00:00,11.18
2011-03-23 03:00:00,12.438
2011-03-23 05:00:00,13.494
2011-03-23 06:00:00,44.54
2011-03-23 07:00:00,112.83
2011-03-23 08:00:00,152.39
2011-03-23 09:00:00,110.32
2011-03-23 10:00:00,80.278
2011-03-23 11:00:00,86.622
2011-03-23 12:00:00,78.016
2011-03-23 13:00:00,98.92
2011-03-23 14:00:00,104.598
2011-03-23 15:00:00,94.33633333333333
2011-03-23 16:00:00,121.05
2011-03-23 17:00:00,157.308
2011-03-23 18:00:00,116.878
2011-03-23 19:00:00,105.958
2011-03-23 20:00:00,73.766
2011-03-23 21:00:00,53.682
2011-03-23 22:00:00,65.986
2011-03-23 23:00:00,66.458
2011-03-24 00:00:00,18.392
2011-03-24 01:00:00,12.186
2011-03-24 02:00:00,11.756
2011-03-24 03:00:00,11.23
2011-03-24 04:00:00,10.986
2011-03-24 05:00:00,12.23
2011-03-24 06:00:00,41.112
2011-03-24 07:00:00,88.522
2011-03-24 08:00:00,111.958
2011-03-24 09:00:00,124.144
2011-03-24 10:00:00,92.956
2011-03-24 11:00:00,83.664
2011-03-24 12:00:00,99.13
2011-03-24 13:00:00,98.568
2011-03-24 14:00:00,104.028
2011-03-24 15:00:00,96.376
2011-03-24 16:00:00,112.332
2011-03-24 17:00:00,122.44
2011-03-24 18:00:00,138.638
2011-03-24 19:00:00,127.096
2011-03-24 20:00:00,106.928
2011-03-24 21:00:00,91.46
2011-03-24 22:00:00,80.526
2011-03-24 23:00:00,76.612
2011-03-25 00:00:00,17.884
2011-03-25 01:00:00,11.7235
2011-03-25 02:00:00,11.5355
2011-03-25 03:00:00,8.7095
2011-03-25 04:00:00,9.035
2011-03-25 05:00:00,12.298
2011-03-25 06:00:00,43.758
2011-03-25 07:00:00,154.012
2011-03-25 08:00:00,194.864
2011-03-25 09:00:00,154.87
2011-03-25 10:00:00,117.148
2011-03-25 11:00:00,112.074
2011-03-25 12:00:00,129.804
2011-03-25 13:00:00,129.396
2011-03-25 14:00:00,167.436
2011-03-25 15:00:00,125.062
2011-03-25 16:00:00,144.238
2011-03-25 17:00:00,153.036
2011-03-25 18:00:00,162.65
2011-03-25 19:00:00,133.416
2011-03-25 20:00:00,112.928
2011-03-25 21:00:00,93.562
2011-03-25 22:00:00,95.904
2011-03-25 23:00:00,83.896
2011-03-26 00:00:00,43.364
2011-03-26 01:00:00,34.832
2011-03-26 02:00:00,24.184
2011-03-26 03:00:00,17.252
2011-03-26 04:00:00,14.87
2011-03-26 05:00:00,13.786
2011-03-26 06:00:00,23.396
2011-03-26 07:00:00,69.492
2011-03-26 08:00:00,90.048
2011-03-26 09:00:00,103.226
2011-03-26 10:00:00,112.254
2011-03-26 11:00:00,120.042
2011-03-26 12:00:00,135.336
2011-03-26 13:00:00,165.62
2011-03-26 14:00:00,168.15
2011-03-26 15:00:00,168.304
2011-03-26 16:00:00,166.842
2011-03-26 17:00:00,178.208
2011-03-26 18:00:00,157.698
2011-03-26 19:00:00,115.054
2011-03-26 20:00:00,98.3
2011-03-26 21:00:00,78.548
2011-03-26 22:00:00,78.934
2011-03-26 23:00:00,74.276
2011-03-27 00:00:00,42.78
2011-03-27 01:00:00,32.652
2011-03-27 02:00:00,28.154
2011-03-27 03:00:00,16.848
2011-03-27 04:00:00,12.41
2011-03-27 06:00:00,17.516
2011-03-27 07:00:00,61.696
2011-03-27 08:00:00,71.146
2011-03-27 09:00:00,78.21
2011-03-27 10:00:00,99.524
2011-03-27 11:00:00,108.11
2011-03-27 12:00:00,116.758
2011-03-27 13:00:00,135.166
2011-03-27 14:00:00,148.43
2011-03-27 15:00:00,157.908
2011-03-27 16:00:00,169.85
2011-03-27 17:00:00,172.08
2011-03-27 18:00:00,139.778
2011-03-27 19:00:00,129.6
2011-03-27 20:00:00,93.184
2011-03-27 21:00:00,72.084
2011-03-27 22:00:00,70.086
2011-03-27 23:00:00,60.016
2011-03-28 00:00:00,15.486
2011-03-28 01:00:00,12.596
2011-03-28 02:00:00,10.914
2011-03-28 03:00:00,10.474
2011-03-28 05:00:00,13.2
2011-03-28 06:00:00,47.104
2011-03-28 07:00:00,167.09
2011-03-28 08:00:00,200.38
2011-03-28 09:00:00,155.134
2011-03-28 10:00:00,136.006
2011-03-28 11:00:00,122.138
2011-03-28 12:00:00,131.844
2011-03-28 13:00:00,120.31
2011-03-28 14:00:00,167.246
2011-03-28 15:00:00,159.486
2011-03-28 16:00:00,169.316
2011-03-28 17:00:00,229.97
2011-03-28 18:00:00,211.806
2011-03-28 19:00:00,190.196
2011-03-28 20:00:00,145.594
2011-03-28 21:00:00,122.592
2011-03-28 22:00:00,106.076
2011-03-28 23:00:00,84.276
2011-03-29 00:00:00,23.36
2011-03-29 01:00:00,17.6
2011-03-29 02:00:00,16.88
2011-03-29 03:00:00,16.22
2011-03-29 04:00:00,8.182
2011-03-29 05:00:00,16.462
2011-03-29 06:00:00,47.438
2011-03-29 07:00:00,159.29
2011-03-29 08:00:00,192.262
2011-03-29 09:00:00,149.024
2011-03-29 10:00:00,130.146
2011-03-29 11:00:00,118.704
2011-03-29 12:00:00,154.29
2011-03-29 13:00:00,160.128
2011-03-29 14:00:00,157.562
2011-03-29 15:00:00,162.659
2011-03-29 16:00:00,171.0
2011-03-29 17:00:00,215.626
2011-03-29 18:00:00,220.144
2011-03-29 19:00:00,192.786
2011-03-29 20:00:00,158.148
2011-03-29 21:00:00,105.172
2011-03-29 22:00:00,87.208
2011-03-29 23:00:00,75.726
2011-03-30 00:00:00,26.106
2011-03-30 01:00:00,23.182
2011-03-30 02:00:00,19.452
2011-03-30 03:00:00,18.456
2011-03-30 04:00:00,18.698
2011-03-30 05:00:00,20.492
2011-03-30 06:00:00,48.05
2011-03-30 07:00:00,154.03133333333332
2011-03-30 08:00:00,172.81
2011-03-30 09:00:00,138.42
2011-03-30 10:00:00,114.032
2011-03-30 11:00:00,112.136
2011-03-30 12:00:00,123.02933333333333
2011-03-30 13:00:00,117.26933333333332
2011-03-30 14:00:00,113.37733333333333
2011-03-30 15:00:00,69.72
2011-03-30 16:00:00,71.96
2011-03-30 17:00:00,92.57
2011-03-30 18:00:00,98.916
2011-03-30 19:00:00,91.386
2011-03-30 20:00:00,68.886
2011-03-30 21:00:00,75.788
2011-03-30 22:00:00,54.04
2011-03-30 23:00:00,49.758
2011-03-31 00:00:00,11.488
2011-03-31 01:00:00,7.86
2011-03-31 02:00:00,7.584
2011-03-31 03:00:00,7.788
2011-03-31 04:00:00,6.792
2011-03-31 05:00:00,8.9
2011-03-31 06:00:00,27.688
2011-03-31 07:00:00,92.804
2011-03-31 08:00:00,161.124
2011-03-31 09:00:00,92.166
2011-03-31 10:00:00,71.906
2011-03-31 11:00:00,73.25
2011-03-31 12:00:00,72.472
2011-03-31 13:00:00,84.688
2011-03-31 14:00:00,84.624
2011-03-31 15:00:00,62.936
2011-03-31 16:00:00,86.922
2011-03-31 17:00:00,100.93
2011-03-31 18:00:00,117.734
2011-03-31 19:00:00,107.772
2011-03-31 20:00:00,67.24
2011-03-31 21:00:00,72.794
2011-03-31 22:00:00,56.482
2011-03-31 23:00:00,54.79
2011-04-20 00:00:00,32.29
2011-04-20 01:00:00,12.074
2011-04-20 02:00:00,11.214
2011-04-20 03:00:00,11.296
2011-04-20 04:00:00,11.584
2011-04-20 05:00:00,13.96
2011-04-20 06:00:00,55.816
2011-04-20 07:00:00,200.358
2011-04-20 08:00:00,299.688
2011-04-20 09:00:00,207.118
2011-04-20 10:00:00,206.574
2011-04-20 11:00:00,209.404
2011-04-20 12:00:00,217.14
2011-04-20 13:00:00,217.56
2011-04-20 14:00:00,187.964
2011-04-20 15:00:00,187.474
2011-04-20 16:00:00,252.006
2011-04-20 17:00:00,291.686
2011-04-20 18:00:00,396.322
2011-04-20 19:00:00,345.002
2011-04-20 20:00:00,287.506
2011-04-20 21:00:00,219.208
2011-04-20 22:00:00,189.348
2011-04-20 23:00:00,186.23
2011-04-21 00:00:00,45.528
2011-04-21 01:00:00,23.788
2011-04-21 02:00:00,26.518
2011-04-21 03:00:00,25.824
2011-04-21 04:00:00,25.258
2011-04-21 05:00:00,28.264
2011-04-21 06:00:00,54.664
2011-04-21 07:00:00,194.458
2011-04-21 08:00:00,172.406
2011-04-21 09:00:00,161.042
2011-04-21 10:00:00,211.96
2011-04-21 11:00:00,178.732
2011-04-21 12:00:00,162.262
2011-04-21 13:00:00,209.628
2011-04-21 14:00:00,179.616
2011-04-21 15:00:00,206.088
2011-04-21 16:00:00,254.25
2011-04-21 17:00:00,307.456
2011-04-21 18:00:00,311.446
2011-04-21 19:00:00,249.3
2011-04-21 20:00:00,217.718
2011-04-21 21:00:00,136.334
2011-04-21 22:00:00,128.452
2011-04-21 23:00:00,83.922
2011-04-22 00:00:00,26.98
2011-04-22 01:00:00,21.552
2011-04-22 02:00:00,19.884
2011-04-22 03:00:00,17.9
2011-04-22 04:00:00,15.574
2011-04-22 05:00:00,18.178
2011-04-22 06:00:00,53.346
2011-04-22 07:00:00,152.502
2011-04-22 08:00:00,167.2
2011-04-22 09:00:00,126.678
2011-04-22 10:00:00,137.1953333333333
2011-04-22 11:00:00,102.77
2011-04-22 12:00:00,111.13
2011-04-22 13:00:00,95.952
2011-04-22 14:00:00,34.482
2011-04-22 15:00:00,94.77
2011-04-22 16:00:00,122.912
2011-04-22 17:00:00,76.676
2011-04-22 18:00:00,75.816
2011-04-22 19:00:00,68.812
2011-04-22 20:00:00,67.634
2011-04-22 21:00:00,65.282
2011-04-22 22:00:00,63.28
2011-04-22 23:00:00,73.376
2011-04-23 00:00:00,29.848
2011-04-23 01:00:00,25.774
2011-04-23 02:00:00,26.14
2011-04-23 03:00:00,20.558
2011-04-23 04:00:00,18.032
